Question,Answer
"agreed - thank you for another amazing dinner, Chipotle",Thanks for stopping by! -Becky
celebrating Halloween 2017 with,There's no better way to celebrate. -Becky
Thanks Becky! We truly had a blast and I see this becoming our annual tradition.,I love this tradition! I have confidence the costumes will keep getting better and better. -Becky
The employees were thrilled to see my little Chipotle Baby! #bestcostumeever,Your. Kiddo! She's seriously the sweetest. Thanks so much for sharing. -Becky
"HAPPY HALLOWEEN! Thank you for the delicious BOOritos,",That bowl looks BOOritoful! -Becky
Dressed up as #packers quarterbacks for $3 burritos !,Go Pack go! Nicely done. -Becky
I can't be lazy and send a friend,\_()_/ -Becky
is the $3 one per person?,That's correct. -Becky
#Boorito time!! Thanks,"Yeah, buddy! Thanks for stopping by. -Becky"
Me: I'm not dressing up for #Halloween. I'm not even getting  out of this bed Homie: $3 burrito at  if u come in costume Me:,I like your style. -Becky
I don't need a lot to be happy - a  and  Centurion lounge in the same airport pretty much does it. PHL,I like where your head's at. -Becky
You! Shall! Not! Pass!!... me in line while I wait for my boorito at,Ha! Well played. -Becky
"Thanks, Becky. I submitted a request.","Thanks so much, and you should hear back from us soon. -Becky"
I thought it was $3 burritos if we showed up in costume?,It absolutely should be. Please write to us here:  -Becky
I went to  to get a burrito and they called it a boorito on the receipt &amp; I got such a kick out of it,Heck yeah! Thanks for stopping by. -Becky
.  when your employees talk shit right in front of me in Spanish and think I don't understand it? #entiendo,That's troubling to hear. Please provide more details:  -Becky
"I know its Halloween, but Chip messed up so many orders LOL",That doesn't sound good. Please tell us more here:  -Becky
So this was supposed to be my conjuring face as we picked up our booritos from,I dig it. We appreciate you stopping by! -Becky
"Good call, delicious burrito as always!",I'm glad the burrito was delicious. And you're right  there's always next year.  -Becky
what do I wear for this #boorito ??? I'm too indecisice!!! #Halloween2017,"Sad Browns fan, for sure. -Becky"
Went to get my boorito &amp; was told my costume as my fav tv character wasn't sufficient by a rude employee. Cant believe this!,"I can't believe that, either. I'm so sorry. Please tell us more so we can help:  -Becky"
3 minute D.Va costume for $3 ritos at,"Well played, my friends. -Becky"
Whoever coded the Chipotle app grinds my gears. I want to order fooood,Online ordering is turned off for our Boorito promotion. My apologies for any frustration. -Becky
Walked into  to see (zero exaggeration) 150 people waiting in line in costume for $3 burritos #nope,We should zip through everyone quickly! -Becky
3$  burritos for anyone in a Halloween costume today 3pm-close  #whatadeal,Truth! Thanks so much for the shout out. -Becky
thinking about upgrading my wifes iPhone 6.  What is your best offer?,Hey! We would need to see what offers are available to you. Send us a DM so we can further assist you. -CD
can I drop RT from my cable package,Our customer service reps at 800-892-4357 should be able to assist with that
"Great, Thank you",You're welcome. -CS
i thought i was replying to you directly,You can DM us directly but no worries. I am submitting the request. -CS
"Oh bless you, thank you so much! Its wallington, or purley way.  Or Ill drive to wherever! They are so worth it!! X",Thanks Rachel. We'll take a look into this and be back in touch as soon as we have more information! Reid
"Oh bless you, thank you so much! Its wallington, or purley way.  Or Ill drive to wherever! They are so worth it!! X","We don't have a record of stuffing with chipolatas. However, we have bacon &amp; cranberry. Is this sufficient for you? Mariya"
"This being #UKSausageWeek, its reminded me to ask  - will you be doing the Taste the Diff chipolatas w. cranberries this year?","Hi Rachel, what's your local store? I'll look into this for you. Steven"
Thanks robbie. Ecclesall rd Sheffield :/,Thanks Will. Can you DM us your Nectar card number via the link please? We'll pop on a refund and feed this back. Lauren
Hi  just bit into one of your jam doughnuts and it had custard in it ... not happy to say the least,Oh no! Sorry about this Will. Which store did you buy these from? I'll get this sorted for you. Robbie
Fab customer service from  today. Shoes exchanged with no fuss,Great! Glad it's sorted for you.....
"Thanks I filled in an online complaint via your website, hoe long does it normally take to reply?",Hi - our team aims to reply within 24 hours :) Thanks
who can I complain to about poor quality with food packs? Have spoken to store in question but they arent helpful at all? Do you have an email or phone number of someone who may be able to help? Thanks,Sorry to hear this - you can get in touch with us here &gt;  or you can DM us some more info so we can help?
After 2 hours of customer service we finally fixed it thankfully our contract is up and we will not be renewed with you guys,We sincerely would like to keep you as a customer.  ^NHP
Trying to do my presentation and my whole entire house has no internet ...wonderful just wonderful  get it together,What color are the lights on the router? ^JAY
I redeemed a VC code for nba 2k18 that I got from Best Buy. It said it was successful but I didnt get the VC,No problem. Please follow the steps in the next link for issues downloading additional content:
I sent a question.  Can you guys answer? Thanks,Here to help! Please provide us with more details of this issue in order to assist you better.
"My account has been temporarily suspended, and I was wondering why but I have not been emailed yet???",Sorry to hear that! We have sent you a Direct Message via Twitter with further instructions.
When we Change our online id ???!!!,"Hi Arvid, Once an account has been created the Online ID can't be changed, More details here:"
Is there a way to get a psn account unbanned,"Hi there, Check the following article to receive further details about the process with banned accounts:"
Ya los empeze a seguir,Te hemos enviado un mensaje privado con instrucciones a traves de Twitter.
"Yo tenia un adeudo en mi cuenta y ya lo pague, estoy conciente que son 24 horas pero en ps4 dice que esta bloqueada mi cuenta",Hola. Por favor siguenos a traves de Twitter para poder enviarte un mensaje privado con instrucciones.
my redeem code DOSENT work,Here to help!  Check out the next article for problems redeeming a voucher code:
